q1,q2,q3,q4,q5,q6
3.372928763446483291e+00,6.695209008905806947e-01,-8.038956632692783044e-01,3.998496619931351415e+00,1.915091658162711541e+00,-1.347786448073350796e+00
1.349481238689959062e+00,-2.338325464733900461e+00,2.898516516774365392e+00,2.954544931879246050e+00,6.670606740137864366e-01,-2.016153961076389223e+00
4.322613819901224841e-01,-2.623291564124633268e+00,3.558878983512546945e+00,3.723671266584109407e+00,-8.773078918215107547e-02,-3.540561168551088045e+00
1.147370184154401507e+00,-1.118596937481117770e+00,1.681345882967852479e+00,3.564982508534646932e+00,4.379655546888047701e-01,-2.766274201769073127e+00
-8.411718555500818928e-01,-8.562460804945960513e-01,9.944128061060066859e-01,-1.168060454637787959e+00,-4.153306321512057475e-01,4.785477285092850086e-01
-1.041710314628913725e+00,-1.427868290948624830e-01,-1.687820279270618729e-01,-4.096341837808259001e+00,-1.180009961481366249e-01,3.288290564101564950e+00
6.371205125646817180e-03,-1.029289163414943697e+00,1.608852593723674840e+00,3.110426118132486817e+00,-4.648601352708847667e-01,-3.158667570309200201e+00
9.813504859009617443e-01,-5.984111208038588314e-01,1.073551673265207507e+00,3.705271293930649357e+00,2.156078617149968235e-01,-2.995816935310134710e+00
-1.417638849077371144e-01,-8.513379342072883993e-02,1.355970458703398551e-01,2.076995188444518137e-01,-1.504018435908720530e-01,-3.177937099419446687e-01
-1.142590884902188464e-01,2.197697065450218007e-02,-4.420216380112639010e-02,-2.231998572705332431e-02,-1.229968716027097925e-01,-5.723730876710343696e-02
-7.426027344712338163e-02,4.852580435702831541e-02,-8.721922833886652793e-02,-6.349990743862853060e-03,-1.067842091366412310e-01,-3.975956090438887564e-02
-5.775701815463388927e-02,5.863347613082887239e-02,-1.035557635852703967e-01,-3.613156579200147659e-03,-9.831098222773999862e-02,-2.892064460189604572e-02
-4.861840692610255865e-02,6.320108887467536241e-02,-1.108429562779491562e-01,-2.320065597102329014e-03,-9.281833552913655583e-02,-2.286403074056680279e-02
-4.283730414703331574e-02,6.561985894067492997e-02,-1.146484992297689687e-01,-1.599424400991520702e-03,-8.897894617407489659e-02,-1.901185960343915529e-02
-3.899253733065181915e-02,6.700960113275918062e-02,-1.168053973575941262e-01,-1.167243055265782502e-03,-8.625537715260414573e-02,-1.643852932334173220e-02
-3.625137099267999874e-02,6.794004429877693874e-02,-1.182401024403124806e-01,-8.865907476125515444e-04,-8.426214013172922401e-02,-1.458656457056258307e-02
-3.427329579243663243e-02,6.863197690107918081e-02,-1.193106687075408956e-01,-6.958365442260877219e-04,-8.283469786465898210e-02,-1.323545288704770437e-02
